"id","slug","name","source","aliases","best_wger_score","best_wger_id","best_wger_name","best_wger_has_media","best_exercemus_score","best_exercemus_name","note"
"a78ba05b-177a-4cdd-a5a1-d4e630198329","low-pulley-row-to-neck-cable","Low Pulley Row To Neck","free_exercise_db","","0.3333333333333333","1022","Single Arm Plank to Row","true","0","3/4 Sit-Up","wger_has_media=true_but_low_match"
"bdb73326-b2dd-44ff-808e-19492730cea4","lunge-pass-through-kettlebells","Lunge Pass Through","free_exercise_db","","0.25","1651","Dumbbell Rear Lunge","true","0","3/4 Sit-Up","wger_has_media=true_but_low_match"
"68696ef0-adf1-4167-8aae-bb23b70a7f0b","lunge-sprint-machine","Lunge Sprint","free_exercise_db","","0.3333333333333333","1651","Dumbbell Rear Lunge","true","0","3/4 Sit-Up","wger_has_media=true_but_low_match"
"286b6158-d172-46ab-a8a4-4de747f34d38","lying-cambered-barbell-row-barbell","Lying Cambered Barbell Row","free_exercise_db","","0.4","923","LYING DUMBBELL ROW SS SEATED SHRUG","false","0","3/4 Sit-Up","wger_has_media=false"
"fff5f7f5-8c31-41d9-8b83-bf7e357cb025","lying-close-grip-bar-curl-on-high-pulley-cable","Lying Close-Grip Bar Curl On High Pulley","free_exercise_db","","0.2222222222222222","493","Reverse Bar Curl","false","0.2222222222222222","EZ-Bar Curl","wger_has_media=false"
"41d86bad-fb75-48cb-9f4f-73d7ce4abd6e","lying-close-grip-barbell-triceps-extension-behind-the-head-barbell","Lying Close-Grip Barbell Triceps Extension Behind The Head","free_exercise_db","","0.25","50","Barbell Triceps Extension","true","0.2","Close-Grip Barbell Bench Press","wger_has_media=true_but_low_match"
"a4ecae57-4eb2-40cd-b612-d13fdc6541ee","lying-crossover-body-only","Lying Crossover","free_exercise_db","","0.3333333333333333","1530","Lying Dumbbell Curls","false","0","3/4 Sit-Up","wger_has_media=false"
"948c6929-430d-491e-a240-c743811fcd1c","lying-dumbbell-tricep-extension-dumbbell","Lying Dumbbell Tricep Extension","free_exercise_db","","0.5","1266","TRX Tricep Extension","false","0","3/4 Sit-Up","wger_has_media=false"
"8f38300c-72dc-4423-bf0b-1cc54ec3aa05","lying-face-down-plate-neck-resistance-other","Lying Face Down Plate Neck Resistance","free_exercise_db","","0.14285714285714285","1079","Plate twist","true","0","3/4 Sit-Up","wger_has_media=true_but_low_match"
"5580fbc6-1502-4023-80b2-ae9db26ddf82","lying-face-up-plate-neck-resistance-other","Lying Face Up Plate Neck Resistance","free_exercise_db","","0.14285714285714285","801","Dumbbell Push-Up","false","0.1111111111111111","3/4 Sit-Up","wger_has_media=false"
"d6ccfb3e-4583-43a0-8c1c-d0aff924b5a1","lying-glute-body-only","Lying Glute","free_exercise_db","","0.3333333333333333","265","Glute Bridge","false","0","3/4 Sit-Up","wger_has_media=false"
"e6a0fb67-cc5a-49d5-8a36-91567ba8a600","lying-high-bench-barbell-curl-barbell","Lying High Bench Barbell Curl","free_exercise_db","","0.4","1535","lying bicep curl","false","0.25","Barbell Curl","wger_has_media=false"
"1893c8a2-c34b-4432-a25b-67df79d080ca","lying-one-arm-lateral-raise-dumbbell","Lying One-Arm Lateral Raise","free_exercise_db","","0.5","292","Hip Raise, Lying","false","0","3/4 Sit-Up","wger_has_media=false"
"8e8c6ece-3278-4cd3-8606-0b6a6772c063","lying-prone-quadriceps-body-only","Lying Prone Quadriceps","free_exercise_db","","0.25","1530","Lying Dumbbell Curls","false","0","3/4 Sit-Up","wger_has_media=false"
"0f8a0e19-0f4e-45d5-9b44-6e20d9b28548","lying-supine-dumbbell-curl-dumbbell","Lying Supine Dumbbell Curl","free_exercise_db","","0.5","1535","lying bicep curl","false","0.3333333333333333","Barbell Curl","wger_has_media=false"
"3c62dba4-55a5-4024-bb0e-11d47b2fad09","middle-back-shrug-dumbbell","Middle Back Shrug","free_exercise_db","","0.3333333333333333","1645","Dumbbell Shrug","true","0","3/4 Sit-Up","wger_has_media=true_but_low_match"
"1990dc68-66c6-4292-ac85-1800c5108a1e","middle-back-stretch","Middle Back Stretch","free_exercise_db","","0.5","1010","Back neck stretch","false","0","3/4 Sit-Up","wger_has_media=false"
"1b574f5b-4219-4ca2-ae0b-ee0f673f183b","mixed-grip-chin-other","Mixed Grip Chin","free_exercise_db","","0.25","1006","Chin tuck","false","0.16666666666666666","Close-Grip Barbell Bench Press","wger_has_media=false"
"ba7b7a38-6f80-4257-bea4-e2f8149546f4","monster-walk-bands","Monster Walk","free_exercise_db","","0.3333333333333333","1514","Lateral Walk","false","0","3/4 Sit-Up","wger_has_media=false"
"7a5925ca-92b6-4165-9bd3-9243298d0634","mountain-climbers","Mountain Climbers","free_exercise_db","","1","996","Mountain climbers","false","0","3/4 Sit-Up","wger_has_media=false"
"2e6ca0fb-a414-4f79-8985-020c9946219e","moving-claw-series","Moving Claw Series","free_exercise_db","","0","57","Bear Walk 2","false","0","3/4 Sit-Up","wger_has_media=false"
"03396e23-80a1-4bf8-b4f0-8d36a11518e9","muscle-snatch-barbell","Muscle Snatch","free_exercise_db","","0.3333333333333333","423","Muscle up","false","0","3/4 Sit-Up","wger_has_media=false"
"059115b5-43d7-4734-867c-60c080248f16","muscle-up-other","Muscle Up","free_exercise_db","","1","423","Muscle up","false","0.2","3/4 Sit-Up","wger_has_media=false"
"732f34d7-6e0f-4dfd-acfc-69794597bfea","narrow-stance-hack-squats-machine","Narrow Stance Hack Squats","free_exercise_db","","0.5","43","Barbell Hack Squats","false","0","3/4 Sit-Up","wger_has_media=false"
"242dba32-7101-4966-ab45-7436aa284084","narrow-stance-squats-barbell","Narrow Stance Squats","free_exercise_db","","0.3333333333333333","615","Squats","false","0","3/4 Sit-Up","wger_has_media=false"
"7e7ccc8e-353f-4eeb-bca4-6f5e14e63e4a","natural-glute-ham-raise-body-only","Natural Glute Ham Raise","free_exercise_db","","0.2","265","Glute Bridge","false","0","3/4 Sit-Up","wger_has_media=false"
"62e025f4-e92e-4311-8f7d-020810046018","neck-smr-other","Neck-SMR","free_exercise_db","","0.25","1008","Left neck stretch","false","0","3/4 Sit-Up","wger_has_media=false"
"0a5a3e0b-ab59-4fc7-87d9-f02cbe26989b","oblique-crunches-on-the-floor-body-only","Oblique Crunches - On The Floor","free_exercise_db","","0.4","172","Crunches on Machine","false","0","3/4 Sit-Up","wger_has_media=false"
"04d2cd1a-a694-45c1-bb20-fde705c5143b","one-arm-against-wall","One Arm Against Wall","free_exercise_db","","0.3333333333333333","711","Wall Handstand","false","0","3/4 Sit-Up","wger_has_media=false"
"968ecb8e-2f4f-4559-a834-8f080596df95","one-arm-chin-up-other","One Arm Chin-Up","free_exercise_db","","1","152","Chin Up","false","0.2","3/4 Sit-Up","wger_has_media=false"
"f3442b2f-5197-49c4-847f-a0b1cc71ffbe","one-arm-lat-pulldown-cable","One Arm Lat Pulldown","free_exercise_db","","1","1697","Lat Pulldown (Wide Grip)","false","0","3/4 Sit-Up","wger_has_media=false"
"d4595e36-7b61-4ed6-bff7-655b752951ba","one-half-locust","One Half Locust","free_exercise_db","","0.25","1017","Neck half circles","false","0","3/4 Sit-Up","wger_has_media=false"
"4ec1defc-dfb6-4557-9264-d4b31a727085","one-handed-hang-other","One Handed Hang","free_exercise_db","","0.25","975","one-handed kettlebell curls","false","0","3/4 Sit-Up","wger_has_media=false"
